Project_category,Species,SampleID,Project,Model,Drug,Drug_batch,Dosage,Dosage_unit,Gender,Birth_date,Collection_date,Age_week,Strain,Cage_num,Source,Feed_site,Batch,Comment,Subject_add_X,Bacteria_16s,16s_lab,Metagenome,Metagenome_lab,Metabolism,Metabolism_lab,Immunity,Path
tumor,mice,E2659-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,1,Linchang,Pengli,20200820-16s,,E2659_B,,,,,,,,
tumor,mice,E2660-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,1,Linchang,Pengli,20200820-16s,,E2660_B,,,,,,,,
tumor,mice,E2551-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,2,Linchang,Pengli,20200820-16s,,E2551_B,,,,,,,,
tumor,mice,E2552-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,2,Linchang,Pengli,20200820-16s,,E2552_B,,,,,,,,
tumor,mice,E2553-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,2,Linchang,Pengli,20200820-16s,,E2553_B,,,,,,,,
tumor,mice,E2554-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,2,Linchang,Pengli,20200820-16s,,E2554_B,,,,,,,,
tumor,mice,E2555-B,ONC-2020-024,SP20,Vehicle,,0,,F,,2020/7/17,5,BALB/c,2,Linchang,Pengli,20200820-16s,,E2555_B,,,,,,,,
tumor,mice,E2616-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,3,Linchang,Pengli,20200820-16s,,E2616_B,,,,,,,,
tumor,mice,E2617-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,3,Linchang,Pengli,20200820-16s,,E2617_B,,,,,,,,
tumor,mice,E2618-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,3,Linchang,Pengli,20200820-16s,,E2618_B,,,,,,,,
tumor,mice,E2619-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,3,Linchang,Pengli,20200820-16s,,E2619_B,,,,,,,,
tumor,mice,E2620-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,4,Linchang,Pengli,20200820-16s,,E2620_B,,,,,,,,
tumor,mice,E2637-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,4,Linchang,Pengli,20200820-16s,,E2637_B,,,,,,,,
tumor,mice,E2638-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,4,Linchang,Pengli,20200820-16s,,E2638_B,,,,,,,,
tumor,mice,E2639-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,4,Linchang,Pengli,20200820-16s,,E2639_B,,,,,,,,
tumor,mice,E2640-B,ONC-2020-024,SP20,GV009,201902,30,mpk,F,,2020/7/17,5,BALB/c,4,Linchang,Pengli,20200820-16s,,E2640_B,,,,,,,,
tumor,mice,E2626-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,5,Linchang,Pengli,20200820-16s,,E2626_B,,,,,,,,
tumor,mice,E2627-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,5,Linchang,Pengli,20200820-16s,,E2627_B,,,,,,,,
tumor,mice,E2629-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,5,Linchang,Pengli,20200820-16s,,E2629_B,,,,,,,,
tumor,mice,E2630-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,5,Linchang,Pengli,20200820-16s,,E2630_B,,,,,,,,
tumor,mice,E2606-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,6,Linchang,Pengli,20200820-16s,,E2606_B,,,,,,,,
tumor,mice,E2607-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,6,Linchang,Pengli,20200820-16s,,E2607_B,,,,,,,,
tumor,mice,E2608-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,6,Linchang,Pengli,20200820-16s,,E2608_B,,,,,,,,
tumor,mice,E2609-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,6,Linchang,Pengli,20200820-16s,,E2609_B,,,,,,,,
tumor,mice,E2610-B,ONC-2020-024,SP20,GV009,201902,60,mpk,F,,2020/7/17,5,BALB/c,6,Linchang,Pengli,20200820-16s,,E2610_B,,,,,,,,
tumor,mice,E2636-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,7,Linchang,Pengli,20200820-16s,,E2636_B,,,,,,,,
tumor,mice,E2628-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,7,Linchang,Pengli,20200820-16s,,E2628_B,,,,,,,,
tumor,mice,E2598-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,7,Linchang,Pengli,20200820-16s,,E2598_B,,,,,,,,
tumor,mice,E2657-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,7,Linchang,Pengli,20200820-16s,,E2657_B,,,,,,,,
tumor,mice,E2576-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,8,Linchang,Pengli,20200820-16s,,E2576_B,,,,,,,,
tumor,mice,E2577-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,8,Linchang,Pengli,20200820-16s,,E2577_B,,,,,,,,
tumor,mice,E2578-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,8,Linchang,Pengli,20200820-16s,,E2578_B,,,,,,,,
tumor,mice,E2579-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,8,Linchang,Pengli,20200820-16s,,E2579_B,,,,,,,,
tumor,mice,E2580-B,ONC-2020-024,SP20,GV009,201902,120,mpk,F,,2020/7/17,5,BALB/c,8,Linchang,Pengli,20200820-16s,,E2580_B,,,,,,,,
tumor,mice,E2621-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,9,Linchang,Pengli,20200820-16s,,E2621_B,,,,,,,,
tumor,mice,E2622-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,9,Linchang,Pengli,20200820-16s,,E2622_B,,,,,,,,
tumor,mice,E2623-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,9,Linchang,Pengli,20200820-16s,,E2623_B,,,,,,,,
tumor,mice,E2624-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,9,Linchang,Pengli,20200820-16s,,E2624_B,,,,,,,,
tumor,mice,E2625-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,10,Linchang,Pengli,20200820-16s,,E2625_B,,,,,,,,
tumor,mice,E2632-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,10,Linchang,Pengli,20200820-16s,,E2632_B,,,,,,,,
tumor,mice,E2633-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,10,Linchang,Pengli,20200820-16s,,E2633_B,,,,,,,,
tumor,mice,E2634-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,10,Linchang,Pengli,20200820-16s,,E2634_B,,,,,,,,
tumor,mice,E2635-B,ONC-2020-024,SP20,GV009,201902,240,mpk,F,,2020/7/17,5,BALB/c,10,Linchang,Pengli,20200820-16s,,E2635_B,,,,,,,,
tumor,mice,E2651-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,11,Linchang,Pengli,20200820-16s,,E2651_B,,,,,,,,
tumor,mice,E2652-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,11,Linchang,Pengli,20200820-16s,,E2652_B,,,,,,,,
tumor,mice,E2654-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,11,Linchang,Pengli,20200820-16s,,E2654_B,,,,,,,,
tumor,mice,E2655-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,11,Linchang,Pengli,20200820-16s,,E2655_B,,,,,,,,
tumor,mice,E2586-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,12,Linchang,Pengli,20200820-16s,,E2586_B,,,,,,,,
tumor,mice,E2587-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,12,Linchang,Pengli,20200820-16s,,E2587_B,,,,,,,,
tumor,mice,E2588-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,12,Linchang,Pengli,20200820-16s,,E2588_B,,,,,,,,
tumor,mice,E2589-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,12,Linchang,Pengli,20200820-16s,,E2589_B,,,,,,,,
tumor,mice,E2590-B,ONC-2020-024,SP20,GV009,201905,30,mpk,F,,2020/7/17,5,BALB/c,12,Linchang,Pengli,20200820-16s,,E2590_B,,,,,,,,
tumor,mice,E2611-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,13,Linchang,Pengli,20200820-16s,,E2611_B,,,,,,,,
tumor,mice,E2612-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,13,Linchang,Pengli,20200820-16s,,E2612_B,,,,,,,,
tumor,mice,E2613-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,13,Linchang,Pengli,20200820-16s,,E2613_B,,,,,,,,
tumor,mice,E2614-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,13,Linchang,Pengli,20200820-16s,,E2614_B,,,,,,,,
tumor,mice,E2646-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,14,Linchang,Pengli,20200820-16s,,E2646_B,,,,,,,,
tumor,mice,E2647-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,14,Linchang,Pengli,20200820-16s,,E2647_B,,,,,,,,
tumor,mice,E2649-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,14,Linchang,Pengli,20200820-16s,,E2649_B,,,,,,,,
tumor,mice,E2650-B,ONC-2020-024,SP20,GV009,201905,60,mpk,F,,2020/7/17,5,BALB/c,14,Linchang,Pengli,20200820-16s,,E2650_B,,,,,,,,
tumor,mice,E2581-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,15,Linchang,Pengli,20200820-16s,,E2581_B,,,,,,,,
tumor,mice,E2582-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,15,Linchang,Pengli,20200820-16s,,E2582_B,,,,,,,,
tumor,mice,E2583-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,15,Linchang,Pengli,20200820-16s,,E2583_B,,,,,,,,
tumor,mice,E2584-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,15,Linchang,Pengli,20200820-16s,,E2584_B,,,,,,,,
tumor,mice,E2648-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,16,Linchang,Pengli,20200820-16s,,E2648_B,,,,,,,,
tumor,mice,E2594-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,16,Linchang,Pengli,20200820-16s,,E2594_B,,,,,,,,
tumor,mice,E2642-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,16,Linchang,Pengli,20200820-16s,,E2642_B,,,,,,,,
tumor,mice,E2653-B,ONC-2020-024,SP20,GV009,201905,120,mpk,F,,2020/7/17,5,BALB/c,16,Linchang,Pengli,20200820-16s,,E2653_B,,,,,,,,
tumor,mice,E2571-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,17,Linchang,Pengli,20200820-16s,,E2571_B,,,,,,,,
tumor,mice,E2572-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,17,Linchang,Pengli,20200820-16s,,E2572_B,,,,,,,,
tumor,mice,E2574-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,17,Linchang,Pengli,20200820-16s,,E2574_B,,,,,,,,
tumor,mice,E2575-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,17,Linchang,Pengli,20200820-16s,,E2575_B,,,,,,,,
tumor,mice,E2591-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,18,Linchang,Pengli,20200820-16s,,E2591_B,,,,,,,,
tumor,mice,E2592-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,18,Linchang,Pengli,20200820-16s,,E2592_B,,,,,,,,
tumor,mice,E2593-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,18,Linchang,Pengli,20200820-16s,,E2593_B,,,,,,,,
tumor,mice,E2595-B,ONC-2020-024,SP20,GV009,201905,240,mpk,F,,2020/7/17,5,BALB/c,18,Linchang,Pengli,20200820-16s,,E2595_B,,,,,,,,
tumor,mice,E2601-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,19,Linchang,Pengli,20200820-16s,,E2601_B,,,,,,,,
tumor,mice,E2602-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,19,Linchang,Pengli,20200820-16s,,E2602_B,,,,,,,,
tumor,mice,E2603-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,19,Linchang,Pengli,20200820-16s,,E2603_B,,,,,,,,
tumor,mice,E2605-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,19,Linchang,Pengli,20200820-16s,,E2605_B,,,,,,,,
tumor,mice,E2641-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,20,Linchang,Pengli,20200820-16s,,E2641_B,,,,,,,,
tumor,mice,E2643-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,20,Linchang,Pengli,20200820-16s,,E2643_B,,,,,,,,
tumor,mice,E2644-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,20,Linchang,Pengli,20200820-16s,,E2644_B,,,,,,,,
tumor,mice,E2645-B,ONC-2020-024,SP20,GV009,201906,30,mpk,F,,2020/7/17,5,BALB/c,20,Linchang,Pengli,20200820-16s,,E2645_B,,,,,,,,
tumor,mice,E2561-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,21,Linchang,Pengli,20200820-16s,,E2561_B,,,,,,,,
tumor,mice,E2563-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,21,Linchang,Pengli,20200820-16s,,E2563_B,,,,,,,,
tumor,mice,E2564-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,21,Linchang,Pengli,20200820-16s,,E2564_B,,,,,,,,
tumor,mice,E2565-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,21,Linchang,Pengli,20200820-16s,,E2565_B,,,,,,,,
tumor,mice,E2596-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,22,Linchang,Pengli,20200820-16s,,E2596_B,,,,,,,,
tumor,mice,E2597-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,22,Linchang,Pengli,20200820-16s,,E2597_B,,,,,,,,
tumor,mice,E2599-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,22,Linchang,Pengli,20200820-16s,,E2599_B,,,,,,,,
tumor,mice,E2600-B,ONC-2020-024,SP20,GV009,201906,60,mpk,F,,2020/7/17,5,BALB/c,22,Linchang,Pengli,20200820-16s,,E2600_B,,,,,,,,
tumor,mice,E2559-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,23,Linchang,Pengli,20200820-16s,,E2559_B,,,,,,,,
tumor,mice,E2562-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,23,Linchang,Pengli,20200820-16s,,E2562_B,,,,,,,,
tumor,mice,E2566-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,23,Linchang,Pengli,20200820-16s,,E2566_B,,,,,,,,
tumor,mice,E2631-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,23,Linchang,Pengli,20200820-16s,,E2631_B,,,,,,,,
tumor,mice,E2556-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,24,Linchang,Pengli,20200820-16s,,E2556_B,,,,,,,,
tumor,mice,E2557-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,24,Linchang,Pengli,20200820-16s,,E2557_B,,,,,,,,
tumor,mice,E2558-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,24,Linchang,Pengli,20200820-16s,,E2558_B,,,,,,,,
tumor,mice,E2560-B,ONC-2020-024,SP20,GV009,201906,120,mpk,F,,2020/7/17,5,BALB/c,24,Linchang,Pengli,20200820-16s,,E2560_B,,,,,,,,
tumor,mice,E2567-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,25,Linchang,Pengli,20200820-16s,,E2567_B,,,,,,,,
tumor,mice,E2568-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,25,Linchang,Pengli,20200820-16s,,E2568_B,,,,,,,,
tumor,mice,E2569-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,25,Linchang,Pengli,20200820-16s,,E2569_B,,,,,,,,
tumor,mice,E2570-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,25,Linchang,Pengli,20200820-16s,,E2570_B,,,,,,,,
tumor,mice,E2573-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,26,Linchang,Pengli,20200820-16s,,E2573_B,,,,,,,,
tumor,mice,E2585-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,26,Linchang,Pengli,20200820-16s,,E2585_B,,,,,,,,
tumor,mice,E2604-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,26,Linchang,Pengli,20200820-16s,,E2604_B,,,,,,,,
tumor,mice,E2615-B,ONC-2020-024,SP20,GV009,201906,240,mpk,F,,2020/7/17,5,BALB/c,26,Linchang,Pengli,20200820-16s,,E2615_B,,,,,,,,